RC-5 Data Logger,,
User Information,RC-5 Data Logger,
Number,E189G04160,
Interval    ,0:15:0 H:M:S,
Delay Time,0.0 H,
Data Sum,29967,
Temperature Maximum,51.8°C,
Temperature Minimum,1.4°C,
Temperature Average,23.1°C,
Temperature Alarm Upper Limit,60.0°C,
Temperature Alarm Lower Limit,-30.0°C,
Start Time,2019-05-09 12:33:55,
End Time,2020-03-16 16:03:55,
Date Format,yyyy-MM-dd HH:mm:ss,
Temperature Unit,°C,
Number,Time,Temperature°C
24829,2020-01-23 03:33:55,39.2
24830,2020-01-23 03:48:55,39.1
24831,2020-01-23 04:03:55,39
24832,2020-01-23 04:18:55,38.8
24833,2020-01-23 04:33:55,38.6
24834,2020-01-23 04:48:55,38.7
24835,2020-01-23 05:03:55,38.6
24836,2020-01-23 05:18:55,38.4
24837,2020-01-23 05:33:55,38.6
24838,2020-01-23 05:48:55,38.7
24839,2020-01-23 06:03:55,38.4
24840,2020-01-23 06:18:55,38.4
24841,2020-01-23 06:33:55,38.6
24842,2020-01-23 06:48:55,38.5
24843,2020-01-23 07:03:55,38.7
24844,2020-01-23 07:18:55,38.5
24845,2020-01-23 07:33:55,39.3
24846,2020-01-23 07:48:55,40.2
24847,2020-01-23 08:03:55,40.3
24848,2020-01-23 08:18:55,40
24849,2020-01-23 08:33:55,40.3
24850,2020-01-23 08:48:55,41.6
24851,2020-01-23 09:03:55,42.9
24852,2020-01-23 09:18:55,42.9
24853,2020-01-23 09:33:55,43.4
24854,2020-01-23 09:48:55,43.8
24855,2020-01-23 10:03:55,43.8
24856,2020-01-23 10:18:55,44.6
24857,2020-01-23 10:33:55,45.6
24858,2020-01-23 10:48:55,46
24859,2020-01-23 11:03:55,46.3
24860,2020-01-23 11:18:55,46.1
24861,2020-01-23 11:33:55,46.3
24862,2020-01-23 11:48:55,47
24863,2020-01-23 12:03:55,46.6
24864,2020-01-23 12:18:55,42.6
24865,2020-01-23 12:33:55,35.6
24866,2020-01-23 12:48:55,34
24867,2020-01-23 13:03:55,33.1
24868,2020-01-23 13:18:55,33.1
24869,2020-01-23 13:33:55,33.2
24870,2020-01-23 13:48:55,33.3
24871,2020-01-23 14:03:55,33.5
24872,2020-01-23 14:18:55,33.5
24873,2020-01-23 14:33:55,34.2
24874,2020-01-23 14:48:55,34
24875,2020-01-23 15:03:55,34.5
24876,2020-01-23 15:18:55,34.7
24877,2020-01-23 15:33:55,34.7
24878,2020-01-23 15:48:55,35.2
24879,2020-01-23 16:03:55,35.4
24880,2020-01-23 16:18:55,35
24881,2020-01-23 16:33:55,35.1
24882,2020-01-23 16:48:55,35.5
24883,2020-01-23 17:03:55,35.3
24884,2020-01-23 17:18:55,35.6
24885,2020-01-23 17:33:55,35.9
24886,2020-01-23 17:48:55,35.5
24887,2020-01-23 18:03:55,35.2
24888,2020-01-23 18:18:55,34.6
24889,2020-01-23 18:33:55,34
24890,2020-01-23 18:48:55,33.6
24891,2020-01-23 19:03:55,32.8
24892,2020-01-23 19:18:55,31.9
24893,2020-01-23 19:33:55,31
24894,2020-01-23 19:48:55,29.9
24895,2020-01-23 20:03:55,29.1
24896,2020-01-23 20:18:55,28.3
24897,2020-01-23 20:33:55,27.8
24898,2020-01-23 20:48:55,27.6
24899,2020-01-23 21:03:55,27.3
24900,2020-01-23 21:18:55,27
24901,2020-01-23 21:33:55,26.9
24902,2020-01-23 21:48:55,26.7
24903,2020-01-23 22:03:55,26.5
24904,2020-01-23 22:18:55,26.4
24905,2020-01-23 22:33:55,26.2
24906,2020-01-23 22:48:55,26.1
24907,2020-01-23 23:03:55,26
24908,2020-01-23 23:18:55,25.9
24909,2020-01-23 23:33:55,25.9
24910,2020-01-23 23:48:55,26
24911,2020-01-24 00:03:55,26
24912,2020-01-24 00:18:55,25.9
24913,2020-01-24 00:33:55,25.8
24914,2020-01-24 00:48:55,25.6
24915,2020-01-24 01:03:55,25.5
24916,2020-01-24 01:18:55,25.4
24917,2020-01-24 01:33:55,25.3
24918,2020-01-24 01:48:55,25.3
24919,2020-01-24 02:03:55,25.1
24920,2020-01-24 02:18:55,24.9
24921,2020-01-24 02:33:55,24.7
24922,2020-01-24 02:48:55,24.5
24923,2020-01-24 03:03:55,24.3
24924,2020-01-24 03:18:55,24.2
24925,2020-01-24 03:33:55,24.2
24926,2020-01-24 03:48:55,24.1
24927,2020-01-24 04:03:55,24.1
24928,2020-01-24 04:18:55,23.9
24929,2020-01-24 04:33:55,24
24930,2020-01-24 04:48:55,24
24931,2020-01-24 05:03:55,23.9
24932,2020-01-24 05:18:55,23.6
24933,2020-01-24 05:33:55,23.3
24934,2020-01-24 05:48:55,22.9
24935,2020-01-24 06:03:55,22.6
24936,2020-01-24 06:18:55,22.3
24937,2020-01-24 06:33:55,22.2
24938,2020-01-24 06:48:55,22.4
24939,2020-01-24 07:03:55,22.5
24940,2020-01-24 07:18:55,22.6
24941,2020-01-24 07:33:55,22.9
24942,2020-01-24 07:48:55,23.3
24943,2020-01-24 08:03:55,24.2
24944,2020-01-24 08:18:55,25.4
24945,2020-01-24 08:33:55,25.7
24946,2020-01-24 08:48:55,26.2
24947,2020-01-24 09:03:55,27.3
24948,2020-01-24 09:18:55,28.5
24949,2020-01-24 09:33:55,28.8
24950,2020-01-24 09:48:55,29.6
24951,2020-01-24 10:03:55,30.3
24952,2020-01-24 10:18:55,30.7
24953,2020-01-24 10:33:55,31.1
24954,2020-01-24 10:48:55,31.5
24955,2020-01-24 11:03:55,31.7
24956,2020-01-24 11:18:55,31.7
24957,2020-01-24 11:33:55,32.4
24958,2020-01-24 11:48:55,42.7
24959,2020-01-24 12:03:55,38.4
24960,2020-01-24 12:18:55,37.7
24961,2020-01-24 12:33:55,38.1
24962,2020-01-24 12:48:55,38.3
24963,2020-01-24 13:03:55,38.7
24964,2020-01-24 13:18:55,38.6
24965,2020-01-24 13:33:55,39.6
24966,2020-01-24 13:48:55,45.5
24967,2020-01-24 14:03:55,40.1
24968,2020-01-24 14:18:55,39.6
24969,2020-01-24 14:33:55,39.5
24970,2020-01-24 14:48:55,39.5
24971,2020-01-24 15:03:55,40.1
24972,2020-01-24 15:18:55,40.7
24973,2020-01-24 15:33:55,41
24974,2020-01-24 15:48:55,41.6
24975,2020-01-24 16:03:55,41.5
24976,2020-01-24 16:18:55,41.7
24977,2020-01-24 16:33:55,41
24978,2020-01-24 16:48:55,41.5
24979,2020-01-24 17:03:55,41.5
24980,2020-01-24 17:18:55,41.7
24981,2020-01-24 17:33:55,41.3
24982,2020-01-24 17:48:55,40.8
24983,2020-01-24 18:03:55,40.5
24984,2020-01-24 18:18:55,40.4
24985,2020-01-24 18:33:55,39.7
24986,2020-01-24 18:48:55,39.1
24987,2020-01-24 19:03:55,38.7
24988,2020-01-24 19:18:55,37.8
24989,2020-01-24 19:33:55,37.6
24990,2020-01-24 19:48:55,37
24991,2020-01-24 20:03:55,36.5
24992,2020-01-24 20:18:55,36.5
24993,2020-01-24 20:33:55,36.1
24994,2020-01-24 20:48:55,36
24995,2020-01-24 21:03:55,35.8
24996,2020-01-24 21:18:55,35.6
24997,2020-01-24 21:33:55,35.9
24998,2020-01-24 21:48:55,34.7
24999,2020-01-24 22:03:55,34.5
25000,2020-01-24 22:18:55,34.4
25001,2020-01-24 22:33:55,34.4
25002,2020-01-24 22:48:55,34.3
25003,2020-01-24 23:03:55,34.4
25004,2020-01-24 23:18:55,34.4
25005,2020-01-24 23:33:55,34.5
25006,2020-01-24 23:48:55,34.5
25007,2020-01-25 00:03:55,34
25008,2020-01-25 00:18:55,33.7
25009,2020-01-25 00:33:55,33.6
25010,2020-01-25 00:48:55,33.8
25011,2020-01-25 01:03:55,33.9
25012,2020-01-25 01:18:55,33.8
25013,2020-01-25 01:33:55,33.5
25014,2020-01-25 01:48:55,32.7
25015,2020-01-25 02:03:55,33
25016,2020-01-25 02:18:55,33
25017,2020-01-25 02:33:55,32.7
25018,2020-01-25 02:48:55,32.5
25019,2020-01-25 03:03:55,32.3
25020,2020-01-25 03:18:55,32.2
25021,2020-01-25 03:33:55,32.3
25022,2020-01-25 03:48:55,32.3
25023,2020-01-25 04:03:55,32.3
25024,2020-01-25 04:18:55,32.4
25025,2020-01-25 04:33:55,32.2
25026,2020-01-25 04:48:55,32.1
25027,2020-01-25 05:03:55,32.5
25028,2020-01-25 05:18:55,33
25029,2020-01-25 05:33:55,32.4
25030,2020-01-25 05:48:55,32
25031,2020-01-25 06:03:55,32.4
25032,2020-01-25 06:18:55,31.4
25033,2020-01-25 06:33:55,31.2
25034,2020-01-25 06:48:55,31.2
25035,2020-01-25 07:03:55,31.4
25036,2020-01-25 07:18:55,31.5
25037,2020-01-25 07:33:55,32.3
25038,2020-01-25 07:48:55,33.1
25039,2020-01-25 08:03:55,33.9
25040,2020-01-25 08:18:55,34.9
25041,2020-01-25 08:33:55,36
25042,2020-01-25 08:48:55,36.5
25043,2020-01-25 09:03:55,38
25044,2020-01-25 09:18:55,38.3
25045,2020-01-25 09:33:55,39.1
25046,2020-01-25 09:48:55,39.8
25047,2020-01-25 10:03:55,44.7
25048,2020-01-25 10:18:55,42.1
25049,2020-01-25 10:33:55,41.4
25050,2020-01-25 10:48:55,41.7
25051,2020-01-25 11:03:55,41.6
25052,2020-01-25 11:18:55,42.2
25053,2020-01-25 11:33:55,43.1
25054,2020-01-25 11:48:55,42.9
25055,2020-01-25 12:03:55,40.8
25056,2020-01-25 12:18:55,46.3
25057,2020-01-25 12:33:55,47.4
25058,2020-01-25 12:48:55,47.9
25059,2020-01-25 13:03:55,47.5
25060,2020-01-25 13:18:55,47.7
25061,2020-01-25 13:33:55,48.4
25062,2020-01-25 13:48:55,49.8
25063,2020-01-25 14:03:55,50.1
25064,2020-01-25 14:18:55,50
25065,2020-01-25 14:33:55,49.8
25066,2020-01-25 14:48:55,50.7
25067,2020-01-25 15:03:55,50.6
25068,2020-01-25 15:18:55,51.5
25069,2020-01-25 15:33:55,51.1
25070,2020-01-25 15:48:55,51.8
25071,2020-01-25 16:03:55,50.6
25072,2020-01-25 16:18:55,51.5
25073,2020-01-25 16:33:55,50.3
25074,2020-01-25 16:48:55,50.5
25075,2020-01-25 17:03:55,50
25076,2020-01-25 17:18:55,49.8
25077,2020-01-25 17:33:55,50.1
25078,2020-01-25 17:48:55,49.3
25079,2020-01-25 18:03:55,49.4
25080,2020-01-25 18:18:55,49
25081,2020-01-25 18:33:55,48
25082,2020-01-25 18:48:55,47.2
25083,2020-01-25 19:03:55,47.8
25084,2020-01-25 19:18:55,48
25085,2020-01-25 19:33:55,47.5
25086,2020-01-25 19:48:55,45.8
25087,2020-01-25 20:03:55,44.9
25088,2020-01-25 20:18:55,44.2
25089,2020-01-25 20:33:55,43.8
25090,2020-01-25 20:48:55,43.5
25091,2020-01-25 21:03:55,43.3
25092,2020-01-25 21:18:55,43.3
25093,2020-01-25 21:33:55,42.8
25094,2020-01-25 21:48:55,42.6
25095,2020-01-25 22:03:55,42.9
25096,2020-01-25 22:18:55,43
25097,2020-01-25 22:33:55,43.2
25098,2020-01-25 22:48:55,43.2
25099,2020-01-25 23:03:55,43.1
25100,2020-01-25 23:18:55,43
25101,2020-01-25 23:33:55,43.3
25102,2020-01-25 23:48:55,42.7
25103,2020-01-26 00:03:55,42.7
25104,2020-01-26 00:18:55,42.5
25105,2020-01-26 00:33:55,42.5
25106,2020-01-26 00:48:55,42.4
25107,2020-01-26 01:03:55,42.5
25108,2020-01-26 01:18:55,42.6
25109,2020-01-26 01:33:55,42.2
25110,2020-01-26 01:48:55,42.2
25111,2020-01-26 02:03:55,42
25112,2020-01-26 02:18:55,42.2
25113,2020-01-26 02:33:55,42.2
25114,2020-01-26 02:48:55,41.6
25115,2020-01-26 03:03:55,42
25116,2020-01-26 03:18:55,41.6
25117,2020-01-26 03:33:55,41.1
25118,2020-01-26 03:48:55,41.6
25119,2020-01-26 04:03:55,41.6
25120,2020-01-26 04:18:55,42.3
25121,2020-01-26 04:33:55,41.9
25122,2020-01-26 04:48:55,42.5
25123,2020-01-26 05:03:55,42.2
25124,2020-01-26 05:18:55,42
25125,2020-01-26 05:33:55,41.6
25126,2020-01-26 05:48:55,40
25127,2020-01-26 06:03:55,35.4
25128,2020-01-26 06:18:55,34.3
25129,2020-01-26 06:33:55,34
25130,2020-01-26 06:48:55,33.7
25131,2020-01-26 07:03:55,34
25132,2020-01-26 07:18:55,34
25133,2020-01-26 07:33:55,34.7
25134,2020-01-26 07:48:55,35.8
25135,2020-01-26 08:03:55,36.8
25136,2020-01-26 08:18:55,37.4
25137,2020-01-26 08:33:55,38.2
25138,2020-01-26 08:48:55,39.2
25139,2020-01-26 09:03:55,39.9
25140,2020-01-26 09:18:55,40.8
25141,2020-01-26 09:33:55,41.1
25142,2020-01-26 09:48:55,41.4
25143,2020-01-26 10:03:55,42.1
25144,2020-01-26 10:18:55,42
25145,2020-01-26 10:33:55,42.9
25146,2020-01-26 10:48:55,43
25147,2020-01-26 11:03:55,43.3
25148,2020-01-26 11:18:55,43.8
25149,2020-01-26 11:33:55,43.6
25150,2020-01-26 11:48:55,43.5
25151,2020-01-26 12:03:55,43.8
25152,2020-01-26 12:18:55,38.3
25153,2020-01-26 12:33:55,35.5
25154,2020-01-26 12:48:55,35.5
25155,2020-01-26 13:03:55,35
25156,2020-01-26 13:18:55,35.2
25157,2020-01-26 13:33:55,35.7
25158,2020-01-26 13:48:55,35.9
25159,2020-01-26 14:03:55,36.2
25160,2020-01-26 14:18:55,36.7
25161,2020-01-26 14:33:55,37
25162,2020-01-26 14:48:55,37.7
25163,2020-01-26 15:03:55,37.9
25164,2020-01-26 15:18:55,38.1
25165,2020-01-26 15:33:55,37.9
25166,2020-01-26 15:48:55,38.4
25167,2020-01-26 16:03:55,38.3
25168,2020-01-26 16:18:55,38.7
25169,2020-01-26 16:33:55,38.5
25170,2020-01-26 16:48:55,38.5
25171,2020-01-26 17:03:55,38.4
25172,2020-01-26 17:18:55,38.7
25173,2020-01-26 17:33:55,38.5
25174,2020-01-26 17:48:55,37.6
25175,2020-01-26 18:03:55,36.3
25176,2020-01-26 18:18:55,37.2
25177,2020-01-26 18:33:55,36.3
25178,2020-01-26 18:48:55,35.6
25179,2020-01-26 19:03:55,34.9
25180,2020-01-26 19:18:55,34.2
25181,2020-01-26 19:33:55,33.4
25182,2020-01-26 19:48:55,32.5
25183,2020-01-26 20:03:55,31.7
25184,2020-01-26 20:18:55,31.1
25185,2020-01-26 20:33:55,30.7
25186,2020-01-26 20:48:55,30.5
25187,2020-01-26 21:03:55,30.3
25188,2020-01-26 21:18:55,30.1
25189,2020-01-26 21:33:55,30
25190,2020-01-26 21:48:55,29.9
25191,2020-01-26 22:03:55,29.7
25192,2020-01-26 22:18:55,29.1
25193,2020-01-26 22:33:55,28.5
25194,2020-01-26 22:48:55,27.6
25195,2020-01-26 23:03:55,26.6
25196,2020-01-26 23:18:55,25.8
25197,2020-01-26 23:33:55,25.1
25198,2020-01-26 23:48:55,24.3
25199,2020-01-27 00:03:55,23.7
25200,2020-01-27 00:18:55,23.3
25201,2020-01-27 00:33:55,22.6
25202,2020-01-27 00:48:55,22
25203,2020-01-27 01:03:55,21.4
25204,2020-01-27 01:18:55,20.9
25205,2020-01-27 01:33:55,20.5
25206,2020-01-27 01:48:55,20.2
25207,2020-01-27 02:03:55,19.8
25208,2020-01-27 02:18:55,19.4
25209,2020-01-27 02:33:55,19
25210,2020-01-27 02:48:55,18.5
25211,2020-01-27 03:03:55,18
25212,2020-01-27 03:18:55,17.7
25213,2020-01-27 03:33:55,17.5
25214,2020-01-27 03:48:55,17.4
25215,2020-01-27 04:03:55,17.2
25216,2020-01-27 04:18:55,16.9
25217,2020-01-27 04:33:55,16.7
25218,2020-01-27 04:48:55,16.6
25219,2020-01-27 05:03:55,16.2
25220,2020-01-27 05:18:55,16
25221,2020-01-27 05:33:55,15.8
25222,2020-01-27 05:48:55,15.8
25223,2020-01-27 06:03:55,15.7
25224,2020-01-27 06:18:55,15.6
25225,2020-01-27 06:33:55,15.5
25226,2020-01-27 06:48:55,15.5
25227,2020-01-27 07:03:55,15.6
25228,2020-01-27 07:18:55,15.8
25229,2020-01-27 07:33:55,16.3
25230,2020-01-27 07:48:55,17.7
25231,2020-01-27 08:03:55,18.8
25232,2020-01-27 08:18:55,20
25233,2020-01-27 08:33:55,21
25234,2020-01-27 08:48:55,21.8
25235,2020-01-27 09:03:55,22.2
25236,2020-01-27 09:18:55,22.8
25237,2020-01-27 09:33:55,23
25238,2020-01-27 09:48:55,23.5
25239,2020-01-27 10:03:55,24.2
25240,2020-01-27 10:18:55,25.2
25241,2020-01-27 10:33:55,26
25242,2020-01-27 10:48:55,26.7
25243,2020-01-27 11:03:55,26.8
25244,2020-01-27 11:18:55,26.9
25245,2020-01-27 11:33:55,27.7
25246,2020-01-27 11:48:55,27.5
25247,2020-01-27 12:03:55,27.3
25248,2020-01-27 12:18:55,27.3
25249,2020-01-27 12:33:55,27.9
25250,2020-01-27 12:48:55,28.2
25251,2020-01-27 13:03:55,28.4
25252,2020-01-27 13:18:55,29
25253,2020-01-27 13:33:55,29.3
25254,2020-01-27 13:48:55,29.7
25255,2020-01-27 14:03:55,30.2
25256,2020-01-27 14:18:55,30.8
25257,2020-01-27 14:33:55,31
25258,2020-01-27 14:48:55,31.9
25259,2020-01-27 15:03:55,30.9
25260,2020-01-27 15:18:55,29.5
25261,2020-01-27 15:33:55,29.7
25262,2020-01-27 15:48:55,29.2
25263,2020-01-27 16:03:55,29
25264,2020-01-27 16:18:55,28.6
25265,2020-01-27 16:33:55,28.5
25266,2020-01-27 16:48:55,28.5
25267,2020-01-27 17:03:55,28.4
25268,2020-01-27 17:18:55,28.4
25269,2020-01-27 17:33:55,27.6
25270,2020-01-27 17:48:55,27.6
25271,2020-01-27 18:03:55,26.8
25272,2020-01-27 18:18:55,26.4
25273,2020-01-27 18:33:55,25.9
25274,2020-01-27 18:48:55,25.6
25275,2020-01-27 19:03:55,25.1
25276,2020-01-27 19:18:55,24.5
25277,2020-01-27 19:33:55,23.4
25278,2020-01-27 19:48:55,22.5
25279,2020-01-27 20:03:55,21.8
25280,2020-01-27 20:18:55,21.5
25281,2020-01-27 20:33:55,21.2
25282,2020-01-27 20:48:55,20.9
25283,2020-01-27 21:03:55,20.9
25284,2020-01-27 21:18:55,20.7
25285,2020-01-27 21:33:55,20.6
25286,2020-01-27 21:48:55,20.5
25287,2020-01-27 22:03:55,20.5
25288,2020-01-27 22:18:55,20.4
25289,2020-01-27 22:33:55,20.3
25290,2020-01-27 22:48:55,20.3
25291,2020-01-27 23:03:55,20.2
25292,2020-01-27 23:18:55,20.2
25293,2020-01-27 23:33:55,20.2
25294,2020-01-27 23:48:55,20.1
25295,2020-01-28 00:03:55,20
25296,2020-01-28 00:18:55,19.8
25297,2020-01-28 00:33:55,19.7
25298,2020-01-28 00:48:55,19.5
25299,2020-01-28 01:03:55,19.3
25300,2020-01-28 01:18:55,19.1
25301,2020-01-28 01:33:55,18.9
25302,2020-01-28 01:48:55,18.6
25303,2020-01-28 02:03:55,18.5
25304,2020-01-28 02:18:55,18.4
25305,2020-01-28 02:33:55,18.2
25306,2020-01-28 02:48:55,18.4
25307,2020-01-28 03:03:55,18.1
25308,2020-01-28 03:18:55,17.9
25309,2020-01-28 03:33:55,17.7
25310,2020-01-28 03:48:55,17.5
25311,2020-01-28 04:03:55,17.6
25312,2020-01-28 04:18:55,17.5
25313,2020-01-28 04:33:55,17.4
25314,2020-01-28 04:48:55,17.4
25315,2020-01-28 05:03:55,17.4
25316,2020-01-28 05:18:55,17.5
25317,2020-01-28 05:33:55,17.4
25318,2020-01-28 05:48:55,17.3
25319,2020-01-28 06:03:55,17.3
25320,2020-01-28 06:18:55,17.2
25321,2020-01-28 06:33:55,17.3
25322,2020-01-28 06:48:55,17.4
25323,2020-01-28 07:03:55,17.7
25324,2020-01-28 07:18:55,18.1
25325,2020-01-28 07:33:55,18.6
25326,2020-01-28 07:48:55,20
25327,2020-01-28 08:03:55,21.7
25328,2020-01-28 08:18:55,22.6
25329,2020-01-28 08:33:55,23.4
25330,2020-01-28 08:48:55,23.3
25331,2020-01-28 09:03:55,24.8
25332,2020-01-28 09:18:55,25.1
25333,2020-01-28 09:33:55,25.5
25334,2020-01-28 09:48:55,25.5
25335,2020-01-28 10:03:55,25.9
25336,2020-01-28 10:18:55,26.1
25337,2020-01-28 10:33:55,26.9
25338,2020-01-28 10:48:55,27.3
25339,2020-01-28 11:03:55,27.5
25340,2020-01-28 11:18:55,28
25341,2020-01-28 11:33:55,28.4
25342,2020-01-28 11:48:55,29.3
25343,2020-01-28 12:03:55,29.3
25344,2020-01-28 12:18:55,35.5
25345,2020-01-28 12:33:55,38.2
25346,2020-01-28 12:48:55,38.4
25347,2020-01-28 13:03:55,39
25348,2020-01-28 13:18:55,38.6
25349,2020-01-28 13:33:55,39
25350,2020-01-28 13:48:55,39.5
25351,2020-01-28 14:03:55,39.7
25352,2020-01-28 14:18:55,41.2
25353,2020-01-28 14:33:55,40.7
25354,2020-01-28 14:48:55,41.2
25355,2020-01-28 15:03:55,42.1
25356,2020-01-28 15:18:55,42.6
25357,2020-01-28 15:33:55,43.3
25358,2020-01-28 15:48:55,42.3
25359,2020-01-28 16:03:55,42
25360,2020-01-28 16:18:55,42.5
25361,2020-01-28 16:33:55,42.2
25362,2020-01-28 16:48:55,42.4
25363,2020-01-28 17:03:55,42.9
25364,2020-01-28 17:18:55,42.6
25365,2020-01-28 17:33:55,42.7
25366,2020-01-28 17:48:55,42.2
25367,2020-01-28 18:03:55,41.7
25368,2020-01-28 18:18:55,41.7
25369,2020-01-28 18:33:55,41
25370,2020-01-28 18:48:55,40.9
25371,2020-01-28 19:03:55,42.8
25372,2020-01-28 19:18:55,43.6
25373,2020-01-28 19:33:55,44.2
25374,2020-01-28 19:48:55,43.9
25375,2020-01-28 20:03:55,43.3
25376,2020-01-28 20:18:55,42.8
25377,2020-01-28 20:33:55,43
25378,2020-01-28 20:48:55,43
25379,2020-01-28 21:03:55,42.6
25380,2020-01-28 21:18:55,42.4
25381,2020-01-28 21:33:55,42.3
25382,2020-01-28 21:48:55,42.4
25383,2020-01-28 22:03:55,42.3
25384,2020-01-28 22:18:55,42.2
25385,2020-01-28 22:33:55,42.2
25386,2020-01-28 22:48:55,41.8
25387,2020-01-28 23:03:55,42
25388,2020-01-28 23:18:55,41.5
25389,2020-01-28 23:33:55,41.5
25390,2020-01-28 23:48:55,41.4
25391,2020-01-29 00:03:55,41.2
25392,2020-01-29 00:18:55,41
25393,2020-01-29 00:33:55,41.1
25394,2020-01-29 00:48:55,41.2
25395,2020-01-29 01:03:55,41.1
25396,2020-01-29 01:18:55,41.4
25397,2020-01-29 01:33:55,41.4
25398,2020-01-29 01:48:55,41.2
25399,2020-01-29 02:03:55,41.4
25400,2020-01-29 02:18:55,41.5
25401,2020-01-29 02:33:55,41.6
25402,2020-01-29 02:48:55,41.6
25403,2020-01-29 03:03:55,41.2
25404,2020-01-29 03:18:55,41.5
25405,2020-01-29 03:33:55,42
25406,2020-01-29 03:48:55,40.8
25407,2020-01-29 04:03:55,39.7
25408,2020-01-29 04:18:55,40.1
25409,2020-01-29 04:33:55,40.4
25410,2020-01-29 04:48:55,40.7
25411,2020-01-29 05:03:55,41.2
25412,2020-01-29 05:18:55,41.2
25413,2020-01-29 05:33:55,40.5
25414,2020-01-29 05:48:55,40.4
25415,2020-01-29 06:03:55,40.3
25416,2020-01-29 06:18:55,41
25417,2020-01-29 06:33:55,41.7
25418,2020-01-29 06:48:55,41.6
25419,2020-01-29 07:03:55,41.6
25420,2020-01-29 07:18:55,41.3
25421,2020-01-29 07:33:55,41.3
25422,2020-01-29 07:48:55,41.5
25423,2020-01-29 08:03:55,41.9
25424,2020-01-29 08:18:55,42.5
25425,2020-01-29 08:33:55,42.6
25426,2020-01-29 08:48:55,42.6
25427,2020-01-29 09:03:55,43.2
25428,2020-01-29 09:18:55,45.5
25429,2020-01-29 09:33:55,45.7
25430,2020-01-29 09:48:55,41.1
25431,2020-01-29 10:03:55,44.1
25432,2020-01-29 10:18:55,44.7
25433,2020-01-29 10:33:55,44
25434,2020-01-29 10:48:55,45.6
25435,2020-01-29 11:03:55,46.3
25436,2020-01-29 11:18:55,40.8
25437,2020-01-29 11:33:55,40.4
25438,2020-01-29 11:48:55,43.2
25439,2020-01-29 12:03:55,43.6
25440,2020-01-29 12:18:55,33
25441,2020-01-29 12:33:55,30.5
25442,2020-01-29 12:48:55,29.6
25443,2020-01-29 13:03:55,29.9
25444,2020-01-29 13:18:55,31.1
25445,2020-01-29 13:33:55,30.2
25446,2020-01-29 13:48:55,30.6
25447,2020-01-29 14:03:55,29.4
25448,2020-01-29 14:18:55,28.6
25449,2020-01-29 14:33:55,27.9
25450,2020-01-29 14:48:55,26.5
25451,2020-01-29 15:03:55,25.5
25452,2020-01-29 15:18:55,25.4
25453,2020-01-29 15:33:55,25.5
25454,2020-01-29 15:48:55,24.9
25455,2020-01-29 16:03:55,24.1
25456,2020-01-29 16:18:55,23.2
25457,2020-01-29 16:33:55,23.1
25458,2020-01-29 16:48:55,23
25459,2020-01-29 17:03:55,22.9
25460,2020-01-29 17:18:55,22.9
25461,2020-01-29 17:33:55,22.9
25462,2020-01-29 17:48:55,22.6
25463,2020-01-29 18:03:55,22.2
25464,2020-01-29 18:18:55,21.9
25465,2020-01-29 18:33:55,21.5
25466,2020-01-29 18:48:55,21.2
25467,2020-01-29 19:03:55,20.7
25468,2020-01-29 19:18:55,20.3
25469,2020-01-29 19:33:55,20.2
25470,2020-01-29 19:48:55,19.7
25471,2020-01-29 20:03:55,19.6
25472,2020-01-29 20:18:55,19.4
25473,2020-01-29 20:33:55,19.2
25474,2020-01-29 20:48:55,19.1
25475,2020-01-29 21:03:55,19
25476,2020-01-29 21:18:55,18.6
25477,2020-01-29 21:33:55,18.5
25478,2020-01-29 21:48:55,18.4
25479,2020-01-29 22:03:55,18.3
25480,2020-01-29 22:18:55,18.1
25481,2020-01-29 22:33:55,18
25482,2020-01-29 22:48:55,17.7
25483,2020-01-29 23:03:55,17.5
25484,2020-01-29 23:18:55,17.5
25485,2020-01-29 23:33:55,17.4
25486,2020-01-29 23:48:55,17.4
25487,2020-01-30 00:03:55,17.4
25488,2020-01-30 00:18:55,17.2
25489,2020-01-30 00:33:55,17
25490,2020-01-30 00:48:55,16.9
25491,2020-01-30 01:03:55,16.7
25492,2020-01-30 01:18:55,16.5
25493,2020-01-30 01:33:55,16.3
25494,2020-01-30 01:48:55,16.1
25495,2020-01-30 02:03:55,15.9
25496,2020-01-30 02:18:55,15.7
25497,2020-01-30 02:33:55,15.5
25498,2020-01-30 02:48:55,15.3
25499,2020-01-30 03:03:55,15
25500,2020-01-30 03:18:55,14.7
25501,2020-01-30 03:33:55,14.6
25502,2020-01-30 03:48:55,14.5
25503,2020-01-30 04:03:55,14.2
25504,2020-01-30 04:18:55,14.1
25505,2020-01-30 04:33:55,14
25506,2020-01-30 04:48:55,13.9
25507,2020-01-30 05:03:55,13.8
25508,2020-01-30 05:18:55,13.7
25509,2020-01-30 05:33:55,13.5
25510,2020-01-30 05:48:55,13.5
25511,2020-01-30 06:03:55,13.5
25512,2020-01-30 06:18:55,13.5
25513,2020-01-30 06:33:55,13.6
25514,2020-01-30 06:48:55,13.6
25515,2020-01-30 07:03:55,13.7
25516,2020-01-30 07:18:55,13.8
25517,2020-01-30 07:33:55,14.1
25518,2020-01-30 07:48:55,15.7
25519,2020-01-30 08:03:55,17.2
25520,2020-01-30 08:18:55,18.2
25521,2020-01-30 08:33:55,19.4
25522,2020-01-30 08:48:55,20.4
